GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0021200314,344,2544,LeBron James,1610612748,Miami Heat,3,1,4,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,220,113,1,1,20121212,MIA,GSW
Shot Chart Detail,0021200314,350,2544,LeBron James,1610612748,Miami Heat,3,0,4,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-59,60,1,1,20121212,MIA,GSW
Shot Chart Detail,0021200314,357,2544,LeBron James,1610612748,Miami Heat,4,11,11,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-199,-11,1,0,20121212,MIA,GSW
Shot Chart Detail,0021200314,366,2544,LeBron James,1610612748,Miami Heat,4,9,24,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-27,36,1,1,20121212,MIA,GSW
Shot Chart Detail,0021200314,392,2544,LeBron James,1610612748,Miami Heat,4,7,20,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,100,226,1,1,20121212,MIA,GSW
Shot Chart Detail,0021200314,395,2544,LeBron James,1610612748,Miami Heat,4,6,39,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,113,151,1,1,20121212,MIA,GSW
Shot Chart Detail,0021200314,398,2544,LeBron James,1610612748,Miami Heat,4,6,7,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,15,96,1,0,20121212,MIA,GSW
Shot Chart Detail,0021200314,401,2544,LeBron James,1610612748,Miami Heat,4,5,34,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-2,47,1,0,20121212,MIA,GSW
Shot Chart Detail,0021200314,450,2544,LeBron James,1610612748,Miami Heat,4,1,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,166,181,1,0,20121212,MIA,GSW
Shot Chart Detail,0021200314,475,2544,LeBron James,1610612748,Miami Heat,4,0,0,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-191,-2,1,0,20121212,MIA,GSW
Shot Chart Detail,0021200339,3,2544,LeBron James,1610612748,Miami Heat,1,11,53,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-13,20,1,1,20121215,MIA,WAS
Shot Chart Detail,0021200339,9,2544,LeBron James,1610612748,Miami Heat,1,11,49,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-215,146,1,0,20121215,MIA,WAS
Shot Chart Detail,0021200339,19,2544,LeBron James,1610612748,Miami Heat,1,10,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-136,86,1,0,20121215,MIA,WAS
Shot Chart Detail,0021200339,61,2544,LeBron James,1610612748,Miami Heat,1,5,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-213,135,1,0,20121215,MIA,WAS
Shot Chart Detail,0021200339,122,2544,LeBron James,1610612748,Miami Heat,1,0,2,Missed Shot,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-57,34,1,0,20121215,MIA,WAS
Shot Chart Detail,0021200339,198,2544,LeBron James,1610612748,Miami Heat,2,4,11,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,3,1,1,20121215,MIA,WAS
Shot Chart Detail,0021200339,234,2544,LeBron James,1610612748,Miami Heat,2,1,14,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-56,126,1,0,20121215,MIA,WAS
Shot Chart Detail,0021200339,286,2544,LeBron James,1610612748,Miami Heat,3,8,5,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,7,1,1,20121215,MIA,WAS
Shot Chart Detail,0021200339,299,2544,LeBron James,1610612748,Miami Heat,3,6,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-38,252,1,0,20121215,MIA,WAS
Shot Chart Detail,0021200339,319,2544,LeBron James,1610612748,Miami Heat,3,4,36,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,1,1,1,20121215,MIA,WAS
Shot Chart Detail,0021200339,351,2544,LeBron James,1610612748,Miami Heat,3,1,57,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,100,94,1,1,20121215,MIA,WAS
Shot Chart Detail,0021200339,354,2544,LeBron James,1610612748,Miami Heat,3,1,29,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-95,140,1,1,20121215,MIA,WAS
Shot Chart Detail,0021200339,358,2544,LeBron James,1610612748,Miami Heat,3,1,20,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,4,1,1,20121215,MIA,WAS
Shot Chart Detail,0021200339,360,2544,LeBron James,1610612748,Miami Heat,3,0,44,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,94,93,1,0,20121215,MIA,WAS
Shot Chart Detail,0021200339,364,2544,LeBron James,1610612748,Miami Heat,3,0,12,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,121,121,1,1,20121215,MIA,WAS
Shot Chart Detail,0021200359,3,2544,LeBron James,1610612748,Miami Heat,1,11,47,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,11,1,1,20121218,MIA,MIN
Shot Chart Detail,0021200359,27,2544,LeBron James,1610612748,Miami Heat,1,9,20,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-177,17,1,0,20121218,MIA,MIN
Shot Chart Detail,0021200359,70,2544,LeBron James,1610612748,Miami Heat,1,3,29,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,36,162,1,1,20121218,MIA,MIN
Shot Chart Detail,0021200359,91,2544,LeBron James,1610612748,Miami Heat,1,2,9,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,133,131,1,0,20121218,MIA,MIN
Shot Chart Detail,0021200359,111,2544,LeBron James,1610612748,Miami Heat,1,0,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,102,151,1,0,20121218,MIA,MIN
Shot Chart Detail,0021200359,244,2544,LeBron James,1610612748,Miami Heat,2,2,3,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,9,1,1,20121218,MIA,MIN
Shot Chart Detail,0021200359,299,2544,LeBron James,1610612748,Miami Heat,3,8,4,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,236,12,1,0,20121218,MIA,MIN
Shot Chart Detail,0021200359,326,2544,LeBron James,1610612748,Miami Heat,3,5,53,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,11,1,0,20121218,MIA,MIN
Shot Chart Detail,0021200359,335,2544,LeBron James,1610612748,Miami Heat,3,5,20,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,230,85,1,1,20121218,MIA,MIN
Shot Chart Detail,0021200359,343,2544,LeBron James,1610612748,Miami Heat,3,4,22,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,8,83,4,1,1,20121218,MIA,MIN
Shot Chart Detail,0021200359,359,2544,LeBron James,1610612748,Miami Heat,3,2,31,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,184,162,1,1,20121218,MIA,MIN
Shot Chart Detail,0021200359,364,2544,LeBron James,1610612748,Miami Heat,3,1,53,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-198,148,1,0,20121218,MIA,MIN
Shot Chart Detail,0021200359,398,2544,LeBron James,1610612748,Miami Heat,3,0,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-146,206,1,0,20121218,MIA,MIN
Shot Chart Detail,0021200359,413,2544,LeBron James,1610612748,Miami Heat,4,10,26,Made Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-64,45,1,1,20121218,MIA,MIN
Shot Chart Detail,0021200359,425,2544,LeBron James,1610612748,Miami Heat,4,9,11,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,190,15,1,0,20121218,MIA,MIN
Shot Chart Detail,0021200359,445,2544,LeBron James,1610612748,Miami Heat,4,7,36,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,4,1,1,20121218,MIA,MIN
Shot Chart Detail,0021200359,482,2544,LeBron James,1610612748,Miami Heat,4,3,34,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,124,181,1,0,20121218,MIA,MIN
Shot Chart Detail,0021200359,484,2544,LeBron James,1610612748,Miami Heat,4,3,8,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-19,48,1,0,20121218,MIA,MIN
Shot Chart Detail,0021200378,20,2544,LeBron James,1610612748,Miami Heat,1,8,58,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-34,37,1,1,20121220,DAL,MIA
Shot Chart Detail,0021200378,38,2544,LeBron James,1610612748,Miami Heat,1,7,23,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-70,194,1,1,20121220,DAL,MIA
Shot Chart Detail,0021200378,45,2544,LeBron James,1610612748,Miami Heat,1,6,53,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22,7,225,1,1,20121220,DAL,MIA
Shot Chart Detail,0021200378,50,2544,LeBron James,1610612748,Miami Heat,1,6,9,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-8,22,1,1,20121220,DAL,MIA
Shot Chart Detail,0021200378,75,2544,LeBron James,1610612748,Miami Heat,1,4,22,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,160,189,1,1,20121220,DAL,MIA
Shot Chart Detail,0021200378,94,2544,LeBron James,1610612748,Miami Heat,1,3,7,Made Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,10,22,1,1,20121220,DAL,MIA
Shot Chart Detail,0021200378,108,2544,LeBron James,1610612748,Miami Heat,1,1,39,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-27,108,1,0,20121220,DAL,MIA
Shot Chart Detail,0021200378,217,2544,LeBron James,1610612748,Miami Heat,2,2,27,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,17,1,0,20121220,DAL,MIA
Shot Chart Detail,0021200378,244,2544,LeBron James,1610612748,Miami Heat,2,0,31,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,12,41,1,1,20121220,DAL,MIA
Shot Chart Detail,0021200378,275,2544,LeBron James,1610612748,Miami Heat,3,9,55,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-40,255,1,1,20121220,DAL,MIA
Shot Chart Detail,0021200378,278,2544,LeBron James,1610612748,Miami Heat,3,9,35,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-174,175,1,0,20121220,DAL,MIA
Shot Chart Detail,0021200378,297,2544,LeBron James,1610612748,Miami Heat,3,7,26,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,34,1,1,20121220,DAL,MIA
Shot Chart Detail,0021200378,330,2544,LeBron James,1610612748,Miami Heat,3,4,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,127,214,1,0,20121220,DAL,MIA
Shot Chart Detail,0021200392,37,2544,LeBron James,1610612748,Miami Heat,1,7,55,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-180,22,1,0,20121222,MIA,UTA
Shot Chart Detail,0021200392,71,2544,LeBron James,1610612748,Miami Heat,1,3,33,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,12,1,1,20121222,MIA,UTA
Shot Chart Detail,0021200392,89,2544,LeBron James,1610612748,Miami Heat,1,0,45,Made Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,70,26,1,1,20121222,MIA,UTA
Shot Chart Detail,0021200392,102,2544,LeBron James,1610612748,Miami Heat,2,11,55,Missed Shot,Running Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,8,-89,4,1,0,20121222,MIA,UTA
Shot Chart Detail,0021200392,175,2544,LeBron James,1610612748,Miami Heat,2,5,23,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,48,175,1,1,20121222,MIA,UTA
Shot Chart Detail,0021200392,182,2544,LeBron James,1610612748,Miami Heat,2,4,25,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-172,-13,1,1,20121222,MIA,UTA
Shot Chart Detail,0021200392,199,2544,LeBron James,1610612748,Miami Heat,2,3,20,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,34,187,1,0,20121222,MIA,UTA
Shot Chart Detail,0021200392,217,2544,LeBron James,1610612748,Miami Heat,2,1,30,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-146,113,1,0,20121222,MIA,UTA
Shot Chart Detail,0021200392,223,2544,LeBron James,1610612748,Miami Heat,2,0,39,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,24,6,1,0,20121222,MIA,UTA
Shot Chart Detail,0021200392,236,2544,LeBron James,1610612748,Miami Heat,3,11,35,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,141,121,1,1,20121222,MIA,UTA
Shot Chart Detail,0021200392,263,2544,LeBron James,1610612748,Miami Heat,3,8,14,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,7,1,0,20121222,MIA,UTA
Shot Chart Detail,0021200392,286,2544,LeBron James,1610612748,Miami Heat,3,5,34,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,1,1,1,20121222,MIA,UTA
Shot Chart Detail,0021200392,295,2544,LeBron James,1610612748,Miami Heat,3,4,22,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,100,135,1,0,20121222,MIA,UTA
Shot Chart Detail,0021200392,297,2544,LeBron James,1610612748,Miami Heat,3,4,20,Made Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-19,3,1,1,20121222,MIA,UTA
Shot Chart Detail,0021200392,319,2544,LeBron James,1610612748,Miami Heat,3,2,40,Made Shot,Fadeaway Bank shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-108,45,1,1,20121222,MIA,UTA
Shot Chart Detail,0021200392,321,2544,LeBron James,1610612748,Miami Heat,3,1,57,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-120,160,1,1,20121222,MIA,UTA
Shot Chart Detail,0021200392,323,2544,LeBron James,1610612748,Miami Heat,3,1,15,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-98,99,1,0,20121222,MIA,UTA
Shot Chart Detail,0021200392,417,2544,LeBron James,1610612748,Miami Heat,4,5,39,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-182,34,1,0,20121222,MIA,UTA
Shot Chart Detail,0021200392,450,2544,LeBron James,1610612748,Miami Heat,4,3,55,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,7,1,1,20121222,MIA,UTA
Shot Chart Detail,0021200392,471,2544,LeBron James,1610612748,Miami Heat,4,2,13,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-240,17,1,1,20121222,MIA,UTA
Shot Chart Detail,0021200407,9,2544,LeBron James,1610612748,Miami Heat,1,10,45,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,4,1,1,20121225,MIA,OKC
Shot Chart Detail,0021200407,21,2544,LeBron James,1610612748,Miami Heat,1,8,47,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-71,178,1,1,20121225,MIA,OKC
Shot Chart Detail,0021200407,40,2544,LeBron James,1610612748,Miami Heat,1,7,10,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,214,124,1,0,20121225,MIA,OKC
Shot Chart Detail,0021200407,51,2544,LeBron James,1610612748,Miami Heat,1,5,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,173,176,1,0,20121225,MIA,OKC
Shot Chart Detail,0021200407,75,2544,LeBron James,1610612748,Miami Heat,1,3,26,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,11,1,0,20121225,MIA,OKC
Shot Chart Detail,0021200407,77,2544,LeBron James,1610612748,Miami Heat,1,3,24,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,6,1,1,20121225,MIA,OKC
Shot Chart Detail,0021200407,114,2544,LeBron James,1610612748,Miami Heat,1,0,12,Missed Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,2,58,1,0,20121225,MIA,OKC
Shot Chart Detail,0021200407,133,2544,LeBron James,1610612748,Miami Heat,2,11,32,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-116,22,1,1,20121225,MIA,OKC
Shot Chart Detail,0021200407,178,2544,LeBron James,1610612748,Miami Heat,2,7,3,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,6,1,1,20121225,MIA,OKC
Shot Chart Detail,0021200407,209,2544,LeBron James,1610612748,Miami Heat,2,4,27,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,7,1,1,20121225,MIA,OKC
Shot Chart Detail,0021200407,219,2544,LeBron James,1610612748,Miami Heat,2,2,59,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,177,22,1,1,20121225,MIA,OKC
Shot Chart Detail,0021200407,234,2544,LeBron James,1610612748,Miami Heat,2,1,30,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,7,1,1,20121225,MIA,OKC
Shot Chart Detail,0021200407,248,2544,LeBron James,1610612748,Miami Heat,2,0,24,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22,-35,222,1,1,20121225,MIA,OKC
Shot Chart Detail,0021200407,304,2544,LeBron James,1610612748,Miami Heat,3,6,55,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,7,1,1,20121225,MIA,OKC
Shot Chart Detail,0021200407,348,2544,LeBron James,1610612748,Miami Heat,3,2,52,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-16,15,1,0,20121225,MIA,OKC
Shot Chart Detail,0021200407,355,2544,LeBron James,1610612748,Miami Heat,3,2,25,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,-205,4,1,1,20121225,MIA,OKC
Shot Chart Detail,0021200407,480,2544,LeBron James,1610612748,Miami Heat,4,4,31,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,22,-160,154,1,1,20121225,MIA,OKC
Shot Chart Detail,0021200407,483,2544,LeBron James,1610612748,Miami Heat,4,3,59,Missed Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,8,83,20,1,0,20121225,MIA,OKC
Shot Chart Detail,0021200407,523,2544,LeBron James,1610612748,Miami Heat,4,1,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,163,189,1,0,20121225,MIA,OKC
Shot Chart Detail,0021200407,527,2544,LeBron James,1610612748,Miami Heat,4,1,11,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,6,1,0,20121225,MIA,OKC
Shot Chart Detail,0021200411,5,2544,LeBron James,1610612748,Miami Heat,1,11,0,Made Shot,Reverse Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,7,1,1,20121226,CHA,MIA
Shot Chart Detail,0021200411,12,2544,LeBron James,1610612748,Miami Heat,1,9,54,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,6,1,1,20121226,CHA,MIA
Shot Chart Detail,0021200411,27,2544,LeBron James,1610612748,Miami Heat,1,8,38,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,0,1,1,20121226,CHA,MIA
Shot Chart Detail,0021200411,46,2544,LeBron James,1610612748,Miami Heat,1,6,21,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-120,146,1,0,20121226,CHA,MIA
Shot Chart Detail,0021200411,56,2544,LeBron James,1610612748,Miami Heat,1,5,41,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-8,3,1,1,20121226,CHA,MIA
Shot Chart Detail,0021200411,58,2544,LeBron James,1610612748,Miami Heat,1,5,21,Missed Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,0,1,0,20121226,CHA,MIA
Shot Chart Detail,0021200411,74,2544,LeBron James,1610612748,Miami Heat,1,4,12,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-128,45,1,0,20121226,CHA,MIA
Shot Chart Detail,0021200411,88,2544,LeBron James,1610612748,Miami Heat,1,3,19,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,11,1,1,20121226,CHA,MIA
Shot Chart Detail,0021200411,117,2544,LeBron James,1610612748,Miami Heat,1,0,2,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,6,1,0,20121226,CHA,MIA
Shot Chart Detail,0021200411,227,2544,LeBron James,1610612748,Miami Heat,2,3,32,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,14,1,0,20121226,CHA,MIA
Shot Chart Detail,0021200411,257,2544,LeBron James,1610612748,Miami Heat,2,0,57,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-18,6,1,0,20121226,CHA,MIA
Shot Chart Detail,0021200411,260,2544,LeBron James,1610612748,Miami Heat,2,0,46,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,1,1,1,20121226,CHA,MIA
Shot Chart Detail,0021200411,287,2544,LeBron James,1610612748,Miami Heat,3,10,21,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-139,121,1,0,20121226,CHA,MIA
Shot Chart Detail,0021200411,296,2544,LeBron James,1610612748,Miami Heat,3,8,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,78,249,1,0,20121226,CHA,MIA
Shot Chart Detail,0021200411,312,2544,LeBron James,1610612748,Miami Heat,3,7,35,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-67,15,1,1,20121226,CHA,MIA
Shot Chart Detail,0021200411,349,2544,LeBron James,1610612748,Miami Heat,3,3,32,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-157,82,1,0,20121226,CHA,MIA
Shot Chart Detail,0021200411,460,2544,LeBron James,1610612748,Miami Heat,4,6,24,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-235,60,1,1,20121226,CHA,MIA
Shot Chart Detail,0021200411,485,2544,LeBron James,1610612748,Miami Heat,4,3,13,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-210,142,1,1,20121226,CHA,MIA
Shot Chart Detail,0021200411,510,2544,LeBron James,1610612748,Miami Heat,4,1,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-158,225,1,0,20121226,CHA,MIA
